Zyklusnummer;Charge;Düsentemperatur;Werkzeugtemperatur;Einspritzgeschwindigkeit;Umschaltpunkt;Nachdruckhöhe;Nachdruckzeit;Staudruck;Kühlzeit;Gewicht;OK/N.i.O.;Durchmesser_innen;Durchmesser_außen;Stegbreite_Gelenk;Breite_Lasche;Rundheit_außen;Datum;Messzeit
881;88;250;50;16;14;600;3;25;15;8,039;---;27,514;45,969;5,33;4,798;0,126;06.10.2021;15:17:25
882;88;250;50;16;14;600;3;25;15;8,04;---;27,515;45,973;5,321;4,802;0,166;06.10.2021;15:17:52
883;89;250;50;16;14;500;5;75;20;8,07;---;27,63;46,021;5,281;4,68;0,173;06.10.2021;15:20:26
884;89;250;50;16;14;500;5;75;20;8,053;---;27,597;45,996;5,328;4,796;0,223;06.10.2021;15:21:07
885;89;250;50;16;14;500;5;75;20;8,05;---;27,612;45,991;5,343;4,808;0,241;06.10.2021;15:21:48
886;89;250;50;16;14;500;5;75;20;8,044;---;27,58;45,99;5,339;4,8;0,237;06.10.2021;15:22:27
887;89;250;50;16;14;500;5;75;20;8,041;---;27,546;45,978;5,326;4,807;0,15;06.10.2021;15:23:09
888;89;250;50;16;14;500;5;75;20;8,044;---;27,528;45,992;5,319;4,801;0,186;06.10.2021;15:23:49
889;89;250;50;16;14;500;5;75;20;8,042;---;27,501;45,94;5,305;4,799;0,25;06.10.2021;15:24:49
890;89;250;50;16;14;500;5;75;20;8,04;---;27,503;45,935;5,295;4,794;0,179;06.10.2021;15:25:23
891;89;250;50;16;14;500;5;75;20;8,041;---;27,509;45,97;5,301;4,801;0,168;06.10.2021;15:25:51
892;89;250;50;16;14;500;5;75;20;8,039;---;27,476;45,925;5,29;4,797;0,169;06.10.2021;15:26:43
893;90;250;50;16;14;500;5;25;15;8,057;---;27,633;45,997;5,183;4,544;0,232;06.10.2021;15:28:50
894;90;250;50;16;14;500;5;25;15;8,045;---;27,651;45,976;5,24;4,803;0,225;06.10.2021;15:29:28
895;90;250;50;16;14;500;5;25;15;8,043;---;27,65;45,984;5,348;4,804;0,193;06.10.2021;15:30:02
896;90;250;50;16;14;500;5;25;15;8,04;---;27,608;45,982;5,354;4,797;0,205;06.10.2021;15:30:38
897;90;250;50;16;14;500;5;25;15;8,036;---;27,558;45,976;5,337;4,802;0,178;06.10.2021;15:31:14
898;90;250;50;16;14;500;5;25;15;8,039;---;27,538;45,982;5,319;4,805;0,217;06.10.2021;15:31:47
899;90;250;50;16;14;500;5;25;15;8,036;---;27,527;45,972;5,307;4,801;0,149;06.10.2021;15:32:22
900;90;250;50;16;14;500;5;25;15;8,035;---;27,502;45,981;5,292;4,8;0,192;06.10.2021;15:32:58
901;90;250;50;16;14;500;5;25;15;8,033;---;27,498;45,956;5,295;4,798;0,266;06.10.2021;15:33:35
902;90;250;50;16;14;500;5;25;15;8,034;---;27,498;45,97;5,293;4,797;0,178;06.10.2021;15:34:09
903;91;250;50;16;14;600;3;75;20;8,053;---;27,619;46,017;5,343;4,567;0,148;06.10.2021;15:36:13
904;91;250;50;16;14;600;3;75;20;8,048;---;27,654;45,987;5,396;4,804;0,202;06.10.2021;15:36:50
905;91;250;50;16;14;600;3;75;20;8,046;---;27,644;45,975;5,385;4,8;0,193;06.10.2021;15:37:30
906;91;250;50;16;14;600;3;75;20;8,041;---;27,61;45,972;5,342;4,806;0,192;06.10.2021;15:38:07
907;91;250;50;16;14;600;3;75;20;8,042;---;27,572;45,977;5,316;4,809;0,242;06.10.2021;15:38:45
908;91;250;50;16;14;600;3;75;20;8,037;---;27,533;45,937;5,301;4,807;0,21;06.10.2021;15:39:32
909;91;250;50;16;14;600;3;75;20;8,037;---;27,519;45,932;5,3;4,803;0,197;06.10.2021;15:40:12
910;91;250;50;16;14;600;3;75;20;8,038;---;27,514;45,974;5,293;4,802;0,161;06.10.2021;15:40:40
911;91;250;50;16;14;600;3;75;20;8,036;---;27,507;45,969;5,289;4,803;0,174;06.10.2021;15:41:20
912;91;250;50;16;14;600;3;75;20;8,037;---;27,502;45,961;5,285;4,803;0,232;06.10.2021;15:41:58
913;92;250;50;16;13;600;3;25;20;8,082;---;27,678;46,063;5,209;4,611;0,218;06.10.2021;15:44:06
914;92;250;50;16;13;600;3;25;20;8,082;---;27,819;46,067;5,19;5,098;0,165;06.10.2021;15:44:46
915;92;250;50;16;13;600;3;25;20;8,077;---;27,823;46,044;5,238;5,102;0,232;06.10.2021;15:45:35
916;92;250;50;16;13;600;3;25;20;8,071;---;27,811;46,063;5,251;5,097;0,245;06.10.2021;15:46:06
917;92;250;50;16;13;600;3;25;20;8,069;---;27,772;46,068;5,326;5,105;0,199;06.10.2021;15:46:40
918;92;250;50;16;13;600;3;25;20;8,067;---;27,748;46,056;5,34;5,1;0,263;06.10.2021;15:47:20
919;92;250;50;16;13;600;3;25;20;8,066;---;27,735;46,071;5,341;5,104;0,157;06.10.2021;15:47:57
920;92;250;50;16;13;600;3;25;20;8,065;---;27,733;46,075;5,351;5,089;0,264;06.10.2021;15:48:37
921;92;250;50;16;13;600;3;25;20;8,064;---;27,728;46,078;5,359;5,089;0,209;06.10.2021;15:49:17
922;92;250;50;16;13;600;3;25;20;8,068;---;27,721;46,076;5,346;5,116;0,226;06.10.2021;15:49:53
923;93;250;50;16;14;500;5;25;20;8,103;---;27,756;46,066;5,317;4,565;0,263;06.10.2021;16:01:15
924;93;250;50;16;14;500;5;25;20;8,084;---;27,705;46,017;5,263;4,81;0,243;06.10.2021;16:01:58
925;93;250;50;16;14;500;5;25;20;8,075;---;27,683;46,009;5,324;4,827;0,167;06.10.2021;16:02:37
926;93;250;50;16;14;500;5;25;20;8,069;---;27,639;46,007;5,421;4,829;0,173;06.10.2021;16:03:18
927;93;250;50;16;14;500;5;25;20;8,066;---;27,615;46,001;5,401;4,826;0,139;06.10.2021;16:03:58
928;93;250;50;16;14;500;5;25;20;8,061;---;27,57;45,994;5,379;4,825;0,114;06.10.2021;16:04:38
929;93;250;50;16;14;500;5;25;20;8,062;---;27,56;45,984;5,367;4,826;0,219;06.10.2021;16:05:20
930;93;250;50;16;14;500;5;25;20;8,057;---;27,526;45,951;5,343;4,815;0,168;06.10.2021;16:06:11
931;93;250;50;16;14;500;5;25;20;8,056;---;27,541;45,978;5,345;4,82;0,162;06.10.2021;16:06:42
932;93;250;50;16;14;500;5;25;20;8,054;---;27,522;45,972;5,33;4,814;0,199;06.10.2021;16:07:20
933;94;250;50;48;14;600;5;25;20;8,076;---;27,602;46,033;5,306;4,643;0,137;06.10.2021;16:10:56
934;94;250;50;48;14;600;5;25;20;8,067;---;27,786;46,02;5,242;4,637;0,184;06.10.2021;16:11:35
935;94;250;50;48;14;600;5;25;20;8,048;---;27,832;46,02;5,293;4,659;0,185;06.10.2021;16:12:15
936;94;250;50;48;14;600;5;25;20;8,048;---;27,764;46,019;5,362;4,667;0,141;06.10.2021;16:12:55
937;94;250;50;48;14;600;5;25;20;8,043;---;27,732;45,998;5,394;4,671;0,157;06.10.2021;16:13:36
938;94;250;50;48;14;600;5;25;20;8,037;---;27,725;46,014;5,383;4,668;0,204;06.10.2021;16:14:14
939;94;250;50;48;14;600;5;25;20;8,04;---;27,726;46,018;5,381;4,665;0,139;06.10.2021;16:14:53
940;94;250;50;48;14;600;5;25;20;8,038;---;27,705;46,003;5,377;4,673;0,17;06.10.2021;16:15:34
941;94;250;50;48;14;600;5;25;20;8,038;---;27,705;45,98;5,383;4,663;0,207;06.10.2021;16:16:14
942;94;250;50;48;14;600;5;25;20;8,036;---;27,682;46,004;5,379;4,668;0,162;06.10.2021;16:16:53
943;95;250;50;48;14;500;3;75;20;8,058;---;27,735;46,033;5,145;4,479;0,22;06.10.2021;16:19:40
944;95;250;50;48;14;500;3;75;20;8,046;---;27,733;46,02;5,3;4,708;0,188;06.10.2021;16:20:17
945;95;250;50;48;14;500;3;75;20;8,045;---;27,824;46,014;5,298;4,678;0,199;06.10.2021;16:21:02
946;95;250;50;48;14;500;3;75;20;8,038;---;27,766;45,99;5,328;4,702;0,203;06.10.2021;16:21:37
947;95;250;50;48;14;500;3;75;20;8,033;---;27,718;46;5,387;4,753;0,146;06.10.2021;16:22:10
948;95;250;50;48;14;500;3;75;20;8,034;---;27,714;45,999;5,378;4,674;0,178;06.10.2021;16:22:49
949;95;250;50;48;14;500;3;75;20;8,029;---;27,693;46,004;5,387;4,665;0,18;06.10.2021;16:23:26
950;95;250;50;48;14;500;3;75;20;8,028;---;27,686;45,992;5,375;4,668;0,17;06.10.2021;16:24:05
951;95;250;50;48;14;500;3;75;20;8,032;---;27,694;45,994;5,379;4,669;0,133;06.10.2021;16:24:44
952;95;250;50;48;14;500;3;75;20;8,029;---;27,679;46,008;5,373;4,667;0,13;06.10.2021;16:25:19
953;96;250;50;16;13;500;5;75;20;8,094;---;27,741;46,053;5,275;4,897;0,145;06.10.2021;16:27:45
954;96;250;50;16;13;500;5;75;20;8,08;---;27,719;46,063;5,264;5,1;0,223;06.10.2021;16:28:25
955;96;250;50;16;13;500;5;75;20;8,074;---;27,83;46,058;5,312;5,085;0,277;06.10.2021;16:29:08
956;96;250;50;16;13;500;5;75;20;8,072;---;27,833;46,058;5,359;5,103;0,203;06.10.2021;16:29:46
957;96;250;50;16;13;500;5;75;20;8,07;---;27,766;46,018;5,338;5,144;0,176;06.10.2021;16:30:37
958;96;250;50;16;13;500;5;75;20;8,07;---;27,751;46,045;5,361;5,122;0,172;06.10.2021;16:31:07
959;96;250;50;16;13;500;5;75;20;8,07;---;27,754;46,052;5,336;5,142;0,205;06.10.2021;16:31:47
960;96;250;50;16;13;500;5;75;20;8,066;---;27,735;46,028;5,353;5,109;0,263;06.10.2021;16:32:27
961;96;250;50;16;13;500;5;75;20;8,068;---;27,723;46,019;5,366;5,106;0,149;06.10.2021;16:33:08
962;96;250;50;16;13;500;5;75;20;8,071;---;27,743;46,041;5,376;5,135;0,195;06.10.2021;16:33:47
963;97;250;50;48;13;600;5;25;15;8,064;---;27,571;46,099;5,193;4,608;0,237;06.10.2021;16:35:41
964;97;250;50;48;13;600;5;25;15;8,064;---;27,572;46,107;5,244;4,941;0,24;06.10.2021;16:36:16
965;97;250;50;48;13;600;5;25;15;8,06;---;27,853;46,084;5,227;4,852;0,268;06.10.2021;16:37:05
966;97;250;50;48;13;600;5;25;15;8,058;---;27,779;45,973;5,231;4,789;0,526;06.10.2021;16:38:57
967;97;250;50;48;13;600;5;25;15;8,055;---;27,77;45,997;5,292;4,739;0,296;06.10.2021;16:39:07
968;97;250;50;48;13;600;5;25;15;8,073;---;27,816;46,099;5,32;4,897;0,222;06.10.2021;16:39:34
969;97;250;50;48;13;600;5;25;15;8,056;---;27,793;46,114;5,345;4,725;0,255;06.10.2021;16:40:03
970;97;250;50;48;13;600;5;25;15;8,053;---;27,768;46,103;5,347;4,713;0,256;06.10.2021;16:40:37
971;97;250;50;48;13;600;5;25;15;8,053;---;27,769;46,121;5,356;4,71;0,28;06.10.2021;16:41:12
972;97;250;50;48;13;600;5;25;15;8,053;---;27,767;46,124;5,341;4,708;0,382;06.10.2021;16:41:46
973;98;250;50;48;14;600;3;75;15;8,069;Fehler;27,536;46,065;;;0,188;06.10.2021;16:46:24
974;98;250;50;48;14;600;3;75;15;8,056;---;27,675;46,031;5,315;4,674;0,171;06.10.2021;16:46:58
975;98;250;50;48;14;600;3;75;15;8,05;---;27,828;46,032;5,279;4,666;0,224;06.10.2021;16:47:30
976;98;250;50;48;14;600;3;75;15;8,045;---;27,784;46;5,297;4,674;0,215;06.10.2021;16:48:06
977;98;250;50;48;14;600;3;75;15;8,043;---;27,739;46,01;5,368;4,669;0,204;06.10.2021;16:48:36
978;98;250;50;48;14;600;3;75;15;8,039;---;27,709;45,997;5,356;4,666;0,171;06.10.2021;16:49:10
979;98;250;50;48;14;600;3;75;15;8,038;---;27,704;46,014;5,396;4,667;0,14;06.10.2021;16:49:41
980;98;250;50;48;14;600;3;75;15;8,033;---;27,684;46,006;5,388;4,663;0,169;06.10.2021;16:50:15
981;98;250;50;48;14;600;3;75;15;8,033;---;27,687;46,007;5,389;4,668;0,172;06.10.2021;16:50:49
982;98;250;50;48;14;600;3;75;15;8,027;---;27,684;46,005;5,382;4,67;0,17;06.10.2021;16:51:21
983;99;250;50;48;13;600;3;75;20;8,051;Fehler;27,511;46,118;5,228;;0,248;06.10.2021;16:54:00
984;99;250;50;48;13;600;3;75;20;8,059;---;27,443;46,099;5,055;4,81;0,246;06.10.2021;16:54:39
985;99;250;50;48;13;600;3;75;20;8,054;---;27,712;46,091;5,09;4,71;0,295;06.10.2021;16:55:15
986;99;250;50;48;13;600;3;75;20;8,053;---;27,858;46,1;5,195;4,74;0,244;06.10.2021;16:55:59
987;99;250;50;48;13;600;3;75;20;8,057;---;27,838;46,105;5,308;4,761;0,183;06.10.2021;16:56:32
988;99;250;50;48;13;600;3;75;20;8,051;---;27,8;46,119;5,335;4,733;0,232;06.10.2021;16:57:09
989;99;250;50;48;13;600;3;75;20;8,054;---;27,782;46,108;5,344;4,714;0,252;06.10.2021;16:57:47
990;99;250;50;48;13;600;3;75;20;8,052;---;27,771;46,108;5,34;4,712;0,269;06.10.2021;16:58:25
991;99;250;50;48;13;600;3;75;20;8,055;---;27,766;46,105;5,341;4,731;0,342;06.10.2021;16:59:04
992;99;250;50;48;13;600;3;75;20;8,053;---;27,726;45,991;5,339;4,707;0,458;06.10.2021;17:00:37
993;100;250;50;16;13;500;5;75;15;8,093;---;27,648;46,083;5,134;4,676;0,243;06.10.2021;17:02:30
994;100;250;50;16;13;500;5;75;15;8,078;---;27,748;46,046;5,178;5,188;0,237;06.10.2021;17:03:13
995;100;250;50;16;13;500;5;75;15;8,075;---;27,726;46,068;5,212;5,098;0,215;06.10.2021;17:03:41
996;100;250;50;16;13;500;5;75;15;8,07;---;27,839;46,041;5,206;5,084;0,179;06.10.2021;17:04:16
997;100;250;50;16;13;500;5;75;15;8,067;---;27,79;46,049;5,269;5,083;0,237;06.10.2021;17:04:52
998;100;250;50;16;13;500;5;75;15;8,071;---;27,742;46,006;5,26;5,11;0,199;06.10.2021;17:05:36
999;100;250;50;16;13;500;5;75;15;8,068;---;27,749;46,043;5,339;5,077;0,179;06.10.2021;17:06:02
1000;100;250;50;16;13;500;5;75;15;8,066;---;27,73;46,041;5,353;5,076;0,156;06.10.2021;17:06:37
1001;100;250;50;16;13;500;5;75;15;8,069;---;27,731;46,019;5,351;5,089;0,239;06.10.2021;17:07:15
1002;100;250;50;16;13;500;5;75;15;8,064;---;27,716;46,023;5,341;5,068;0,22;06.10.2021;17:07:51
1003;101;250;50;48;14;600;3;25;15;8,054;---;27,661;46,022;5,252;4,599;0,238;06.10.2021;17:09:52
1004;101;250;50;48;14;600;3;25;15;8,041;---;27,699;46,011;5,25;4,655;0,197;06.10.2021;17:10:23
1005;101;250;50;48;14;600;3;25;15;8,036;---;27,8;46,017;5,35;4,705;0,177;06.10.2021;17:10:58
1006;101;250;50;48;14;600;3;25;15;8,032;---;27,749;46,017;5,388;4,776;0,152;06.10.2021;17:11:29
1007;101;250;50;48;14;600;3;25;15;8,031;---;27,712;45,985;5,381;4,672;0,173;06.10.2021;17:12:07
1008;101;250;50;48;14;600;3;25;15;8,027;---;27,71;46,006;5,391;4,671;0,144;06.10.2021;17:12:36
1009;101;250;50;48;14;600;3;25;15;8,026;---;27,695;45,995;5,379;4,668;0,172;06.10.2021;17:13:08
1010;101;250;50;48;14;600;3;25;15;8,025;---;27,677;45,998;5,38;4,669;0,168;06.10.2021;17:13:41
1011;101;250;50;48;14;600;3;25;15;8,025;---;27,667;45,991;5,375;4,665;0,164;06.10.2021;17:14:15
1012;101;250;50;48;14;600;3;25;15;8,025;Fehler;27,664;45,944;0,75;;0,211;06.10.2021;17:14:48
1013;102;250;50;48;14;500;5;75;20;8,052;---;27,649;46,04;5,129;4,596;0,166;06.10.2021;17:17:24
1014;102;250;50;48;14;500;5;75;20;8,043;---;27,786;46,03;5,239;4,831;0,169;06.10.2021;17:18:03
1015;102;250;50;48;14;500;5;75;20;8,036;---;27,791;45,999;5,312;4,669;0,245;06.10.2021;17:18:44
1016;102;250;50;48;14;500;5;75;20;8,034;---;27,75;45,97;5,376;4,672;0,231;06.10.2021;17:19:24
1017;102;250;50;48;14;500;5;75;20;8,033;---;27,73;45,977;5,384;4,668;0,22;06.10.2021;17:20:03
1018;102;250;50;48;14;500;5;75;20;8,033;---;27,708;45,984;5,375;4,674;0,124;06.10.2021;17:20:47
1019;102;250;50;48;14;500;5;75;20;8,031;---;27,706;45,996;5,372;4,666;0,139;06.10.2021;17:21:25
1020;102;250;50;48;14;500;5;75;20;8,033;---;27,702;45,991;5,381;4,663;0,136;06.10.2021;17:22:03
1021;102;250;50;48;14;500;5;75;20;8,031;---;27,67;45,992;5,376;4,663;0,141;06.10.2021;17:22:43
1022;102;250;50;48;14;500;5;75;20;8,034;---;27,692;46,008;5,372;4,669;0,123;06.10.2021;17:23:22
1023;103;250;50;48;14;600;5;25;15;8,051;---;27,62;46,046;5,133;4,415;0,258;06.10.2021;17:25:35
1024;103;250;50;48;14;600;5;25;15;8,046;---;27,661;46,04;5,228;4,652;0,209;06.10.2021;17:26:11
1025;103;250;50;48;14;600;5;25;15;8,041;---;27,702;46,014;5,307;4,667;0,183;06.10.2021;17:26:47
1026;103;250;50;48;14;600;5;25;15;8,036;---;27,785;46,003;5,331;4,701;0,139;06.10.2021;17:27:21
1027;103;250;50;48;14;600;5;25;15;8,035;---;27,741;46,003;5,331;4,666;0,253;06.10.2021;17:27:57
1028;103;250;50;48;14;600;5;25;15;8,033;---;27,718;46,002;5,387;4,658;0,144;06.10.2021;17:28:31
1029;103;250;50;48;14;600;5;25;15;8,031;---;27,709;45,986;5,371;4,668;0,124;06.10.2021;17:29:06
1030;103;250;50;48;14;600;5;25;15;8,028;---;27,69;45,999;5,389;4,671;0,181;06.10.2021;17:29:42
1031;103;250;50;48;14;600;5;25;15;8,029;---;27,678;45,992;5,384;4,667;0,202;06.10.2021;17:30:16
1032;103;250;50;48;14;600;5;25;15;8,029;---;27,692;46,009;5,386;4,672;0,151;06.10.2021;17:30:49
1033;104;250;50;48;14;600;5;75;15;8,054;---;27,715;46,019;5,308;4,581;0,253;06.10.2021;17:32:54
1034;104;250;50;48;14;600;5;75;15;8,045;---;27,625;45,919;5,282;4,565;0,304;06.10.2021;17:33:57
1035;104;250;50;48;14;600;5;75;15;8,038;---;27,71;45,942;5,301;4,631;0,314;06.10.2021;17:34:08
1036;104;250;50;48;14;600;5;75;15;8,036;---;27,766;45,985;5,372;4,658;0,198;06.10.2021;17:34:44
1037;104;250;50;48;14;600;5;75;15;8,033;---;27,739;45,986;5,401;4,668;0,113;06.10.2021;17:35:13
1038;104;250;50;48;14;600;5;75;15;8,033;---;27,719;45,964;5,382;4,671;0,146;06.10.2021;17:35:51
1039;104;250;50;48;14;600;5;75;15;8,03;---;27,709;46,003;5,369;4,668;0,139;06.10.2021;17:36:21
1040;104;250;50;48;14;600;5;75;15;8,031;---;27,699;45,993;5,373;4,667;0,167;06.10.2021;17:36:57
1041;104;250;50;48;14;600;5;75;15;8,031;---;27,691;45,99;5,375;4,668;0,197;06.10.2021;17:37:33
1042;104;250;50;48;14;600;5;75;15;8,027;---;27,685;46,006;5,374;4,661;0,142;06.10.2021;17:38:06
1043;105;250;50;48;13;500;5;25;15;8,063;---;27,417;46,093;5,157;4,614;0,306;06.10.2021;17:39:57
1044;105;250;50;48;13;500;5;25;15;8,057;---;27,646;46,083;5,232;4,691;0,299;06.10.2021;17:40:33
1045;105;250;50;48;13;500;5;25;15;8,056;---;27,713;46,089;5,215;4,715;0,244;06.10.2021;17:41:08
1046;105;250;50;48;13;500;5;25;15;8,052;---;27,863;46,116;5,246;4,715;0,32;06.10.2021;17:41:41
1047;105;250;50;48;13;500;5;25;15;8,053;---;27,825;46,106;5,28;4,759;0,354;06.10.2021;17:42:15
1048;105;250;50;48;13;500;5;25;15;8,053;---;27,801;46,093;5,309;4,827;0,379;06.10.2021;17:42:58
1049;105;250;50;48;13;500;5;25;15;8,051;---;27,792;46,111;5,306;4,769;0,229;06.10.2021;17:43:22
1050;105;250;50;48;13;500;5;25;15;8,05;---;27,785;46,112;5,356;4,718;0,26;06.10.2021;17:44:00
1051;105;250;50;48;13;500;5;25;15;8,054;---;27,773;46,119;5,345;4,712;0,297;06.10.2021;17:44:36
1052;105;250;50;48;13;500;5;25;15;8,051;---;27,76;46,094;5,341;4,713;0,256;06.10.2021;17:45:10
1053;106;250;50;16;14;500;3;75;20;8,066;---;27,666;46,025;5,239;4,625;0,215;06.10.2021;17:47:27
1054;106;250;50;16;14;500;3;75;20;8,052;---;27,616;45,99;5,293;4,788;0,219;06.10.2021;17:48:08
1055;106;250;50;16;14;500;3;75;20;8,047;---;27,629;45,989;5,314;4,805;0,175;06.10.2021;17:48:45
1056;106;250;50;16;14;500;3;75;20;8,045;---;27,603;45,988;5,344;4,803;0,202;06.10.2021;17:49:25
1057;106;250;50;16;14;500;3;75;20;8,046;---;27,58;45,988;5,353;4,802;0,124;06.10.2021;17:50:02
1058;106;250;50;16;14;500;3;75;20;8,042;---;27,554;45,962;5,325;4,799;0,183;06.10.2021;17:50:41
1059;106;250;50;16;14;500;3;75;20;8,042;---;27,544;45,958;5,325;4,799;0,197;06.10.2021;17:51:19
1060;106;250;50;16;14;500;3;75;20;8,041;---;27,525;45,975;5,313;4,797;0,136;06.10.2021;17:51:58
1061;106;250;50;16;14;500;3;75;20;8,042;---;27,514;45,969;5,307;4,797;0,186;06.10.2021;17:52:36
1062;106;250;50;16;14;500;3;75;20;8,04;---;27,513;45,943;5,308;4,798;0,153;06.10.2021;17:53:13
1063;107;250;50;16;13;500;3;75;15;8,085;---;27,675;46,028;5,147;4,688;0,184;06.10.2021;17:55:06
1064;107;250;50;16;13;500;3;75;15;8,072;---;27,729;46,048;5,179;4,992;0,198;06.10.2021;17:55:40
1065;107;250;50;16;13;500;3;75;15;8,068;---;27,723;46,079;5,273;5,069;0,201;06.10.2021;17:56:13
1066;107;250;50;16;13;500;3;75;15;8,064;---;27,814;46,033;5,249;5,055;0,203;06.10.2021;17:56:51
1067;107;250;50;16;13;500;3;75;15;8,063;---;27,764;46,049;5,321;5,067;0,243;06.10.2021;17:57:19
1068;107;250;50;16;13;500;3;75;15;8,06;---;27,732;46,034;5,313;5,081;0,264;06.10.2021;17:57:53
1069;107;250;50;16;13;500;3;75;15;8,062;---;27,733;46,05;5,316;5,071;0,164;06.10.2021;17:58:26
1070;107;250;50;16;13;500;3;75;15;8,058;---;27,73;46,02;5,355;5,043;0,136;06.10.2021;17:59:02
1071;107;250;50;16;13;500;3;75;15;8,053;---;27,715;46,008;5,38;4,992;0,165;06.10.2021;17:59:35
1072;107;250;50;16;13;500;3;75;15;8,06;---;27,72;46,029;5,349;5,058;0,151;06.10.2021;18:00:07
1073;108;250;50;16;14;600;5;25;15;8,053;---;27,603;45,998;5,17;4,573;0,207;06.10.2021;18:01:58
1074;108;250;50;16;14;600;5;25;15;8,047;---;27,642;45,988;5,203;4,806;0,148;06.10.2021;18:02:35
1075;108;250;50;16;14;600;5;25;15;8,042;---;27,653;45,989;5,275;4,799;0,231;06.10.2021;18:03:10
1076;108;250;50;16;14;600;5;25;15;8,038;---;27,604;45,973;5,301;4,803;0,176;06.10.2021;18:03:46
1077;108;250;50;16;14;600;5;25;15;8,035;---;27,558;45,972;5,355;4,798;0,168;06.10.2021;18:04:21
1078;108;250;50;16;14;600;5;25;15;8,037;---;27,545;45,963;5,351;4,793;0,129;06.10.2021;18:04:58
1079;108;250;50;16;14;600;5;25;15;8,037;---;27,531;45,971;5,324;4,792;0,198;06.10.2021;18:05:32
1080;108;250;50;16;14;600;5;25;15;8,035;---;27,518;45,965;5,313;4,793;0,261;06.10.2021;18:06:07
1081;108;250;50;16;14;600;5;25;15;8,036;---;27,514;45,941;5,313;4,79;0,204;06.10.2021;18:06:44
1082;108;250;50;16;14;600;5;25;15;8,034;---;27,507;45,971;5,302;4,792;0,167;06.10.2021;18:07:17
1083;109;250;50;16;13;600;5;75;15;8,08;---;27,624;46,049;5,127;4,644;0,258;06.10.2021;18:09:11
1084;109;250;50;16;13;600;5;75;15;8,077;---;27,672;46,057;5,188;5,061;0,263;06.10.2021;18:09:48
1085;109;250;50;16;13;600;5;75;15;8,074;---;27,723;46,056;5,238;5,074;0,178;06.10.2021;18:10:24
1086;109;250;50;16;13;600;5;75;15;8,074;---;27,788;46,031;5,242;5,073;0,18;06.10.2021;18:11:04
1087;109;250;50;16;13;600;5;75;15;8,066;---;27,784;46,053;5,269;5,084;0,167;06.10.2021;18:11:33
1088;109;250;50;16;13;600;5;75;15;8,061;---;27,749;46,037;5,316;5,07;0,19;06.10.2021;18:12:09
1089;109;250;50;16;13;600;5;75;15;8,065;---;27,746;46,027;5,305;5,108;0,177;06.10.2021;18:12:49
1090;109;250;50;16;13;600;5;75;15;8,068;---;27,745;46,006;5,343;5,071;0,158;06.10.2021;18:13:22
1091;109;250;50;16;13;600;5;75;15;8,069;---;27,725;46,02;5,346;5,094;0,173;06.10.2021;18:13:56
1092;109;250;50;16;13;600;5;75;15;8,072;---;27,74;46,021;5,335;5,11;0,239;06.10.2021;18:14:29
1093;110;250;50;48;14;500;5;75;15;8,057;---;27,68;46,023;5,259;4,566;0,18;06.10.2021;18:16:54
1094;110;250;50;48;14;500;5;75;15;8,039;---;27,738;45,979;5,301;4,608;0,22;06.10.2021;18:17:31
1095;110;250;50;48;14;500;5;75;15;8,04;---;27,816;46,023;5,309;4,645;0,226;06.10.2021;18:18:05
1096;110;250;50;48;14;500;5;75;15;8,034;---;27,773;46,008;5,325;4,659;0,253;06.10.2021;18:18:40
1097;110;250;50;48;14;500;5;75;15;8,034;---;27,739;46,013;5,362;4,676;0,202;06.10.2021;18:19:14
1098;110;250;50;48;14;500;5;75;15;8,032;---;27,711;45,98;5,367;4,66;0,229;06.10.2021;18:19:55
1099;110;250;50;48;14;500;5;75;15;8,033;---;27,711;45,987;5,374;4,669;0,143;06.10.2021;18:20:26
1100;110;250;50;48;14;500;5;75;15;8,032;---;27,698;45,979;5,377;4,665;0,179;06.10.2021;18:20:59
1101;110;250;50;48;14;500;5;75;15;8,036;---;27,706;45,98;5,376;4,664;0,168;06.10.2021;18:21:34
1102;110;250;50;48;14;500;5;75;15;8,032;---;27,68;45,989;5,38;4,661;0,203;06.10.2021;18:22:09
1103;111;250;50;48;13;500;5;25;20;8,076;---;27,61;46,103;5,257;4,732;0,259;06.10.2021;18:24:06
1104;111;250;50;48;13;500;5;25;20;8,057;---;27,701;46,11;5,282;4,71;0,286;06.10.2021;18:24:50
1105;111;250;50;48;13;500;5;25;20;8,053;---;27,886;46,105;5,289;4,716;0,22;06.10.2021;18:25:27
1106;111;250;50;48;13;500;5;25;20;8,051;---;27,841;46,104;5,311;4,707;0,289;06.10.2021;18:26:06
1107;111;250;50;48;13;500;5;25;20;8,052;---;27,834;46,067;5,345;4,711;0,424;06.10.2021;18:26:47
1108;111;250;50;48;13;500;5;25;20;8,054;---;27,811;46,112;5,339;4,71;0,237;06.10.2021;18:27:27
1109;111;250;50;48;13;500;5;25;20;8,054;---;27,796;46,106;5,349;4,71;0,305;06.10.2021;18:28:06
1110;111;250;50;48;13;500;5;25;20;8,051;---;27,784;46,099;5,344;4,71;0,292;06.10.2021;18:28:45
1111;111;250;50;48;13;500;5;25;20;8,05;---;27,778;46,113;5,338;4,714;0,291;06.10.2021;18:29:26
1112;111;250;50;48;13;500;5;25;20;8,05;---;27,778;46,093;5,34;4,706;0,321;06.10.2021;18:30:08
